Job Title,Location,Incentives,Due Date,URL,Scraped Date,Last Seen
CCLHD - Registered Nurse - Mental Health Care Coordination Team,Central Coast and 1 additional location,,"sunday, 29 june 2025",https://jobs.health.nsw.gov.au/jobs/cclhd-registered-nurse-mental-health-care-coordination-team-295817,2025-06-25,2025-06-25
Registered Nurse Mental Health Inpatient Units - ISLHD,"Wollongong, Wollongong Hospital | Illawarra and 2 additional locations",, 2 july 2025,https://jobs.health.nsw.gov.au/jobs/registered-nurse-mental-health-inpatient-units-islhd-295816,2025-06-25,2025-06-25
Registered Nurse - CardioVascular,"Concord, Concord Repatriation General Hospital | Sydney",, 29 june 2025,https://jobs.health.nsw.gov.au/jobs/registered-nurse-cardiovascular-295799,2025-06-25,2025-06-25
Registered Nurse - Barham,"Barham, Barham Health Service | Murray",, 9 july 2025,https://jobs.health.nsw.gov.au/jobs/registered-nurse-barham-295785,2025-06-25,2025-06-25
Registered Nurse - Emergency Department - Braidwood MPS,"Braidwood, Braidwood Multi-Purpose Service | South Coast",salary packaging – up to; incentive scheme with a value of up to, 28 june 2025,https://jobs.health.nsw.gov.au/jobs/registered-nurse-emergency-department-braidwood-mps-295762,2025-06-25,2025-06-25
Immunisation Registered Nurse,"Randwick, Prince of Wales Hospital | Sydney",,29th june 2025,https://jobs.health.nsw.gov.au/jobs/immunisation-registered-nurse-295750,2025-06-25,2025-06-25
Registered Nurse - Palliative Care - Community Health - Queanbeyan,"Queanbeyan, Queanbeyan Community Health Centre | South Coast",, 27 june 2025,https://jobs.health.nsw.gov.au/jobs/registered-nurse-palliative-care-community-health-queanbeyan-295755,2025-06-25,2025-06-25
Registered Nurse - $20k Incentives Offered -Delegate MPS,"Delegate, Delegate Multi Purpose Service | South Coast","recruitment incentive.southern nsw local health district covers a large area of the southern half of nsw. surrounding the act on three sides and all the way down to the victorian border, it extends from the pristine beaches of the nsw south coast, the farmlands of the southern tablelands, across the picturesque great dividing range and the spectacular snowy mountains. we have 18 facilities and our hospitals take care of more than 200,000 people. as we are a major local employer, our staff are a part of our local communities. to find out more on what it is like to live and work in southern nsw lhd click here – we are southernat southern nsw local health district we are proud to be an equal opportunity employer, where we don’t just accept differences but we honour and support it. committed to providing a working environment that thrives and values diversity, we encourage people of aboriginal and/or torres strait islander background, people with a disability and people from the lgbtqi+ community to apply.what we offer: • salary packaging – up to; incentive scheme with a one off $20000", 27 june 2025,https://jobs.health.nsw.gov.au/jobs/registered-nurse-20k-incentives-offered-delegate-mps-295736,2025-06-25,2025-06-25
Registered Nurse - West Wyalong (Incentives Offered),"West Wyalong, West Wyalong Health Service | Riverina","incentives under the nsw rural health workforce incentive scheme, including up to; incentive, and up to; annual incentive (incentive value dependent on full-time equivalent, position and location). find out more here! salary packaging up to; relocation payment + $10; incentive value dependent on full-time equivalent, position and location). find out more here employment type: full time, part time and casual opportunities availableposition classification: registered nurseremuneration: $72,152.53", 9 july 2025,https://jobs.health.nsw.gov.au/jobs/registered-nurse-west-wyalong-incentives-offered-295740,2025-06-25,2025-06-25
Registered Nurse - Harden (Incentives Offered),"Harden, Murrumburrah Harden Health Service | Riverina","incentives under the nsw rural health workforce incentive scheme, including up to; incentive, and up to; annual incentive (incentive value dependent on full-time equivalent, position and location). find out more here! salary packaging up to; relocation payment + $10; incentive value dependent on full-time equivalent, position and location). find out more here employment type: full time, part time and casual opportunities availableposition classification: registered nurseremuneration: $72,152.53", 9 july 2025,https://jobs.health.nsw.gov.au/jobs/registered-nurse-harden-incentives-offered-295735,2025-06-25,2025-06-25
Registered Nurse  - Community Health - Incentives Offered,"Walgett, Walgett Health Service | Orana",salary packaging options) + nsw health incentives up to, 30 june 2025,https://jobs.health.nsw.gov.au/jobs/registered-nurse-community-health-incentives-offered-295729,2025-06-25,2025-06-25
Registered Nurse - Permanent Pool - Port Macquarie Base Hospital,"Port Macquarie, Port Macquarie Base Hospital | Mid North Coast",,16th september 2025,https://jobs.health.nsw.gov.au/jobs/registered-nurse-permanent-pool-port-macquarie-base-hospital-295718,2025-06-25,2025-06-25
Casual Registered Nurses,"Inverell, Inverell District Hospital | New England / North West",,"sunday, 29th june 2025",https://jobs.health.nsw.gov.au/jobs/casual-registered-nurses-295714,2025-06-25,2025-06-25
Registered Nurse - Drug Health Services,"Camperdown, Royal Prince Alfred Hospital | Sydney",, 26 june 2025,https://jobs.health.nsw.gov.au/jobs/registered-nurse-drug-health-services-295673,2025-06-25,2025-06-25
Registered Nurse - Emergency Department - Safe staffing - Perm PT/FT or Casual,"Bankstown, Bankstown Hospital | Western Sydney",,29/06/2025,https://jobs.health.nsw.gov.au/jobs/registered-nurse-emergency-department-safe-staffing-perm-pt-ft-or-casual-295669,2025-06-25,2025-06-25
Registered Nurse - Acute Ward / Emergency - 10-20k Incentives Offered,"Wellington, Wellington Health Service | Orana","salary packaging options) + nsw health – western nsw lhd incentives (conditions apply and may be pro-rata'd to your contracted or ordinary working hours – to find out more, visit rural health workforce incentive scheme) location: wellington, nsw – find out morehours per week: up to", 29 jun 2025,https://jobs.health.nsw.gov.au/jobs/registered-nurse-acute-ward-emergency-10-20k-incentives-offered-295645,2025-06-25,2025-06-25
Registered Nurse - Maternity Unit,"Kingswood, Nepean Hospital | Western Sydney",,29/06/2025,https://jobs.health.nsw.gov.au/jobs/registered-nurse-maternity-unit-295654,2025-06-25,2025-06-25
Registered Nurse Medical Imaging,"St Leonards, Royal North Shore Hospital | Sydney",, 30 june 2025,https://jobs.health.nsw.gov.au/jobs/registered-nurse-medical-imaging-295646,2025-06-25,2025-06-25
Registered Nurse - Renal,"Kingswood, Nepean Hospital | Western Sydney",,29/06/2025,https://jobs.health.nsw.gov.au/jobs/registered-nurse-renal-295642,2025-06-25,2025-06-25
Registered Nurse - Perioperative & Surgical Short Stay Unit - Perm PT/FT,"Liverpool, Liverpool Hospital | Western Sydney",,29/06/2025,https://jobs.health.nsw.gov.au/jobs/registered-nurse-perioperative-surgical-short-stay-unit-perm-pt-ft-295638,2025-06-25,2025-06-25
Registered Nurse - 10 - 20k Incentives Offered,"Collarenebri, Collarenebri Hospital | Orana",, 29 june 2024,https://jobs.health.nsw.gov.au/jobs/registered-nurse-10-20k-incentives-offered-295636,2025-06-25,2025-06-25
Registered Nurse - Surgical - Perm PT/FT,"Bankstown, Bankstown Hospital | Western Sydney",,29/06/2025,https://jobs.health.nsw.gov.au/jobs/registered-nurse-surgical-perm-pt-ft-295626,2025-06-25,2025-06-25
Registered Nurse - Cath Lab/Coronary Care - Casual,"Liverpool, Liverpool Hospital | Western Sydney",,29/06/2025,https://jobs.health.nsw.gov.au/jobs/registered-nurse-cath-lab-coronary-care-casual-295616,2025-06-25,2025-06-25
Registered Nurse - Surgical Orthopaedic & Urology - Port Macquarie Base Hospital,"Port Macquarie, Port Macquarie Base Hospital | Mid North Coast",, 30 june 2025,https://jobs.health.nsw.gov.au/jobs/registered-nurse-surgical-orthopaedic-urology-port-macquarie-base-hospital-295611,2025-06-25,2025-06-25
CCLHD - Registered Nurse - Acute Geriatrics & Geriatric Rehabilitation IPU,Central Coast and 1 additional location,,friday 27 june 2025,https://jobs.health.nsw.gov.au/jobs/cclhd-registered-nurse-acute-geriatrics-geriatric-rehabilitation-ipu-295602,2025-06-25,2025-06-25
"Registered Nurse - St Vincent's Hospital, Sydney","Darlinghurst, St Vincent's Hospital Sydney | Sydney",,is 11 august 2025,https://jobs.health.nsw.gov.au/jobs/registered-nurse-st-vincents-hospital-sydney-295587,2025-06-25,2025-06-25
Registered Nurse - Diagnostic Radiology - RPAH,"Camperdown, Royal Prince Alfred Hospital | Sydney",, 26 june 2025,https://jobs.health.nsw.gov.au/jobs/registered-nurse-diagnostic-radiology-rpah-295599,2025-06-25,2025-06-25
Registered Nurse - Coronary Care Unit (CCU),"Camperdown, Royal Prince Alfred Hospital | Sydney",, 26 june 2025,https://jobs.health.nsw.gov.au/jobs/registered-nurse-coronary-care-unit-ccu-295578,2025-06-25,2025-06-25
"Registered Nurse (RN 2-8), Primary Care - Various - Goulburn Correctional Centre","Goulburn, Goulburn Justice Health | Southern Highlands",,30th june 2025,https://jobs.health.nsw.gov.au/jobs/registered-nurse-rn-2-8-primary-care-various-goulburn-correctional-centre-295568,2025-06-25,2025-06-25
Registered Nurse - Emergency Department - Wagga Wagga,"Wagga Wagga, Wagga Wagga Base Hospital | Riverina",, 8 july 2025,https://jobs.health.nsw.gov.au/jobs/registered-nurse-emergency-department-wagga-wagga-295566,2025-06-25,2025-06-25
"Registered Nurse (RN2-8), Primary Care - Casual - Cooma Correctional Centre","Cooma, Cooma Justice Health | South Coast",,30th june 2025,https://jobs.health.nsw.gov.au/jobs/registered-nurse-rn2-8-primary-care-casual-cooma-correctional-centre-295565,2025-06-25,2025-06-25
Registered Nurse - Transitional Child & Family Health Nurse,"Nyngan, Nyngan Multi Purpose Service | Orana",, 8 july 2025,https://jobs.health.nsw.gov.au/jobs/registered-nurse-transitional-child-family-health-nurse-295290,2025-06-25,2025-06-25
Patient Transport - Registered Nurse Escort - Finley,"Finley, Finley Hospital | Murray",, 3 july 2025,https://jobs.health.nsw.gov.au/jobs/patient-transport-registered-nurse-escort-finley-295136,2025-06-25,2025-06-25
Child and Family Health Nurse - Wagga Wagga,"Wagga Wagga, Tresillian in Murrumbidgee Family Care Centre | Riverina",, 10 july 2025,https://jobs.health.nsw.gov.au/jobs/child-and-family-health-nurse-wagga-wagga-295018,2025-06-25,2025-06-25
St George Hospital – Registered Nurse – Emergency Department – Permanent Full / Part Time,"Kogarah, St George Hospital | Sydney",, 29 june 2025,https://jobs.health.nsw.gov.au/jobs/st-george-hospital-%E2%80%93-registered-nurse-%E2%80%93-emergency-department-%E2%80%93-permanent-full-part-time-268775,2025-06-25,2025-06-25
Registered Nurse - Transition to Clinical Nurse Specialist - Drug & Alcohol Services,"Taree, Taree Community Health Service | Mid North Coast",,"wednesday, 4th march 2026",https://jobs.health.nsw.gov.au/jobs/registered-nurse-transition-to-clinical-nurse-specialist-drug-alcohol-services-326033,2026-03-03,2026-03-03
Registered Nurse - Haematology Oncology,"Kingswood, Nepean Hospital | Western Sydney",,03/03/2026,https://jobs.health.nsw.gov.au/jobs/registered-nurse-haematology-oncology-326063,2026-03-03,2026-03-03
Registered Nurse,"Belmont, Belmont Hospital | Hunter and 1 additional location",,,https://jobs.health.nsw.gov.au/jobs/registered-nurse-326401,2026-03-03,2026-03-09
Registered Nurse - Wee Waa Community Hospital - Incentives Offered,"Wee Waa, Wee Waa Community Hospital | New England / North West","payments under the rural health workforce incentive scheme.* plus, relocation benefits and family travel assistancemonthly ados - enjoy regular long weekends and time to recharge (for full time employees)4 weeks annual leave - with pro-rata options for part-time staffpaid parental leave - supporting you through life’s biggest momentssalary packaging to $11,600; incentives + salary packaging + allowances + 12%","sunday, 22nd march 2026",https://jobs.health.nsw.gov.au/jobs/registered-nurse-wee-waa-community-hospital-incentives-offered-324552,2026-03-03,2026-03-12
Registered Nurse - Ward and Emergency Department - Milton Ulladulla Hospital - Incentives Offered,"Milton, Milton Ulladulla Hospital | South Coast",, 30 june 2026,https://jobs.health.nsw.gov.au/jobs/registered-nurse-ward-and-emergency-department-milton-ulladulla-hospital-incentives-offered-324843,2026-03-03,2026-03-12
Registered Nurse - Emergency Department - Shoalhaven Memorial Hospital,"Nowra, Shoalhaven Memorial Hospital | Illawarra and 1 additional location",, 22 march 2026,https://jobs.health.nsw.gov.au/jobs/registered-nurse-emergency-department-shoalhaven-memorial-hospital-325584,2026-03-03,2026-03-12
Registered Nurse - RPA Intensive Care Service - Casual Pool,"Camperdown, Royal Prince Alfred Hospital | Sydney",, 10 march 2026,https://jobs.health.nsw.gov.au/jobs/registered-nurse-rpa-intensive-care-service-casual-pool-326726,2026-03-03,2026-03-09
Registered Nurse - Oncology,"Metford, The Maitland Hospital | Hunter",,"thursday, 5th march 2026",https://jobs.health.nsw.gov.au/jobs/registered-nurse-oncology-326594,2026-03-03,2026-03-05
Cardiology Registered Nurse - Targeted,"New Lambton, John Hunter Hospital | Hunter",,,https://jobs.health.nsw.gov.au/jobs/cardiology-registered-nurse-targeted-326563,2026-03-03,2026-03-09
Registered Nurse - Hunter Joint Centre,"Metford, The Maitland Hospital | Hunter",,17th march 2026,https://jobs.health.nsw.gov.au/jobs/registered-nurse-hunter-joint-centre-324569,2026-03-03,2026-03-12
Casual Registered Nurse,"Belmont, Belmont Hospital | Hunter",,,https://jobs.health.nsw.gov.au/jobs/casual-registered-nurse-327025,2026-03-03,2026-03-12
Registered Nurse - Acute Care Team,"Taree, Taree Community Health Service | Mid North Coast",,"sunday, 8th march 2026",https://jobs.health.nsw.gov.au/jobs/registered-nurse-acute-care-team-326968,2026-03-03,2026-03-05
Registered Nurse - Outpatients - Targeted,"New Lambton, John Hunter Hospital | Hunter",,,https://jobs.health.nsw.gov.au/jobs/registered-nurse-outpatients-targeted-327007,2026-03-03,2026-03-12
"Mental Health - Transition to speciality  practice Registered Nurse,  year 2 - 4","Newcastle, Newcastle Community Health Service | Hunter",,"sunday, 8th march 2026",https://jobs.health.nsw.gov.au/jobs/mental-health-transition-to-speciality-practice-registered-nurse-year-2-4-327115,2026-03-03,2026-03-05
Registered Nurse - Instrument and Circulating,"Belmont, Belmont Hospital | Hunter",,"wednesday, 4th march 2026",https://jobs.health.nsw.gov.au/jobs/registered-nurse-instrument-and-circulating-326014,2026-03-03,2026-03-03
Registered Nurse - Emergency Department,"Metford, The Maitland Hospital | Hunter",,"sunday, 8th march 2026",https://jobs.health.nsw.gov.au/jobs/registered-nurse-emergency-department-320456,2026-03-03,2026-03-12
Registered Nurse - Hospital in The Home,"Taree, Taree Community Health Service | Mid North Coast",,10th march 2026,https://jobs.health.nsw.gov.au/jobs/registered-nurse-hospital-in-the-home-327316,2026-03-03,2026-03-09
Registered Nurse,"Tenterfield, Tenterfield District Hospital | New England / North West",,,https://jobs.health.nsw.gov.au/jobs/registered-nurse-327317,2026-03-03,2026-03-09
Registered Nurse - Targeted,"Metford, The Maitland Hospital | Hunter",,8th march 2026,https://jobs.health.nsw.gov.au/jobs/registered-nurse-targeted-327091,2026-03-03,2026-03-05
Registered Nurse - Paediatrics - Incentives Offered,"Armidale, Armidale Hospital | New England / North West","salary packaging + 12%; incentives hours per week: up to; payments under the rural health workforce incentive scheme.* monthly allocated days off for full-time employees, helping you recharge regularlygenerous annual leave: 4 weeks for all staff (pro-rata for part-time), and 6 weeks for eligible full-time nursespaid parental leave for eligible employees, supporting true work-life balancesalary packaging options: up to","thursday, 12th march 2026",https://jobs.health.nsw.gov.au/jobs/registered-nurse-paediatrics-incentives-offered-327240,2026-03-03,2026-03-12
Registered Nurse - Palliative Care,"Taree, Taree Community Health Service | Mid North Coast",,10th march 2026,https://jobs.health.nsw.gov.au/jobs/registered-nurse-palliative-care-327237,2026-03-03,2026-03-12
Registered Nurse - John Hunter Children's Hospital,"New Lambton Heights, John Hunter Children's Hospital | Hunter",,,https://jobs.health.nsw.gov.au/jobs/registered-nurse-john-hunter-childrens-hospital-327238,2026-03-03,2026-03-12
Registered Nurse - Incentives Offered,"Armidale, Armidale Hospital | New England / North West","payments under the rural health workforce incentive scheme.* direct access to a renal nurse educator and supportive cnumstructured orientation to service, technology and practice standardsongoing guidance to ensure compliance with hnelhd renal service clinical guidelines, policies and proceduresa close-knit, supportive team environmentsustainable healthcare: together towards zeroproximity to shopping and other servicesmonthly allocated days off (for full-time employees)4 weeks annual leave (pro-rata for part time employees)paid parental leave (for eligible employees) - giving you the opportunity for true worklife balancesalary packaging options - up to","monday, 16th march 2026",https://jobs.health.nsw.gov.au/jobs/registered-nurse-incentives-offered-327411,2026-03-03,2026-03-12
