Job Title,Location,Incentives,Due Date,URL,Scraped Date,Last Seen
Aboriginal Community Supportive and Palliative Care Clinical Nurse,"Mount Druitt, Mount Druitt Community Health Centre | Western Sydney",,23rd march 2026,https://jobs.health.nsw.gov.au/jobs/aboriginal-community-supportive-and-palliative-care-clinical-nurse-326574,2026-03-05,2026-03-12
CCLHD - Clinical Nurse Specialist Gde 2 - Respiratory Services,Central Coast,,8th march 2026,https://jobs.health.nsw.gov.au/jobs/cclhd-clinical-nurse-specialist-gde-2-respiratory-services-326576,2026-03-05,2026-03-05
After Hours Nurse Manager,"Mount Druitt, Mount Druitt Hospital | Western Sydney",,8th march 2026,https://jobs.health.nsw.gov.au/jobs/after-hours-nurse-manager-326326,2026-03-05,2026-03-05
Enrolled Nurse - Operating Theatres - Goulburn Base Hospital - Incentives Offered,"Goulburn, Goulburn Base Hospital | Southern Highlands",, 5 march 2026,https://jobs.health.nsw.gov.au/jobs/enrolled-nurse-operating-theatres-goulburn-base-hospital-incentives-offered-326568,2026-03-05,2026-03-05
"Clinical Nurse Consultant, Aged and Complex Care - Lismore","Lismore, Lismore Base Hospital | Far North Coast",, 09 march 2025,https://jobs.health.nsw.gov.au/jobs/clinical-nurse-consultant-aged-and-complex-care-lismore-326559,2026-03-05,2026-03-09
"Clinical Nurse Consultant – Infection Control, Staff Health & Wellbeing","Orange, Bloomfield Hospital | Central West",, 8 march 2026,https://jobs.health.nsw.gov.au/jobs/clinical-nurse-consultant-%E2%80%93-infection-control-staff-health-wellbeing-326551,2026-03-05,2026-03-05
Enrolled Nurse - St George MHS,"Kogarah, St George Mental Health Service | Sydney",, 8 march 2026,https://jobs.health.nsw.gov.au/jobs/enrolled-nurse-st-george-mhs-326550,2026-03-05,2026-03-05
Enrolled Nurse - Medical Ward,"Bathurst, Bathurst Health Services | Central West",, 8 march 2026,https://jobs.health.nsw.gov.au/jobs/enrolled-nurse-medical-ward-326556,2026-03-05,2026-03-05
Clinical Nurse Unit Manager - Emergency Department - Goulburn Base Hospital,"Goulburn, Goulburn Base Hospital | Southern Highlands",, 5 march 2026,https://jobs.health.nsw.gov.au/jobs/clinical-nurse-unit-manager-emergency-department-goulburn-base-hospital-326541,2026-03-05,2026-03-05
Rural Generalist Nurse Practitioner - Hospital in the Home - Location Negotiable within Southern NSW Local Health District,Location Negotiable,, 5 march 2026,https://jobs.health.nsw.gov.au/jobs/rural-generalist-nurse-practitioner-hospital-in-the-home-location-negotiable-within-southern-nsw-local-health-district-326542,2026-03-05,2026-03-05
"Assistant in Nursing, Mobility Enhancement Program","Mona Vale, Mona Vale Hospital | Sydney",, 6 march 2026,https://jobs.health.nsw.gov.au/jobs/assistant-in-nursing-mobility-enhancement-program-326527,2026-03-05,2026-03-05
"Clinical Nurse Specialist, Care Coordination Team","Hornsby, Hornsby Ku-ring-gai Hospital | Sydney",, 6 march 2026,https://jobs.health.nsw.gov.au/jobs/clinical-nurse-specialist-care-coordination-team-326525,2026-03-05,2026-03-05
Nursing Unit Manager Orthopaedics,"St Leonards, Royal North Shore Hospital | Sydney",, 9 march 2026,https://jobs.health.nsw.gov.au/jobs/nursing-unit-manager-orthopaedics-326516,2026-03-05,2026-03-09
Breast Care Nurse Counsellor,"Kogarah, St George Hospital | Sydney and 2 additional locations",,"sunday, 8 march 2026",https://jobs.health.nsw.gov.au/jobs/breast-care-nurse-counsellor-326517,2026-03-05,2026-03-05
Clinical Nurse Consultant Acute Surgical Unit,"St Leonards, Royal North Shore Hospital | Sydney",, 9 march 2026,https://jobs.health.nsw.gov.au/jobs/clinical-nurse-consultant-acute-surgical-unit-326511,2026-03-05,2026-03-09
MACARF Heart Failure Clinical Nurse Specialist,"St Leonards, Royal North Shore Hospital | Sydney",, 9 march 2026,https://jobs.health.nsw.gov.au/jobs/macarf-heart-failure-clinical-nurse-specialist-326510,2026-03-05,2026-03-09
CCLHD - Enrolled Nurse,Central Coast and 1 additional location,,5th march 2026,https://jobs.health.nsw.gov.au/jobs/cclhd-enrolled-nurse-326625,2026-03-05,2026-03-05
Clinical Nurse Consultant Intellectual Disability Health Service,"St Leonards, Royal North Shore Hospital | Sydney",, 9 march 2026,https://jobs.health.nsw.gov.au/jobs/clinical-nurse-consultant-intellectual-disability-health-service-326509,2026-03-05,2026-03-09
inTouch Clinical Nurse Specialist 2 (CNS2),"Blacktown, Blacktown Hospital | Western Sydney",,9th march 2026,https://jobs.health.nsw.gov.au/jobs/intouch-clinical-nurse-specialist-2-cns2-326627,2026-03-05,2026-03-09
Endorsed Enrolled Nurses - Mental Health - Mirrabook Unit,"Shellharbour, Shellharbour Hospital | Illawarra and 1 additional location",, 8 march 2026,https://jobs.health.nsw.gov.au/jobs/endorsed-enrolled-nurses-mental-health-mirrabook-unit-325653,2026-03-05,2026-03-05
"Clinical Nurse Specialist, Ophthalmology Service - Lismore","Lismore, Lismore Base Hospital | Far North Coast",, 08 march 2026,https://jobs.health.nsw.gov.au/jobs/clinical-nurse-specialist-ophthalmology-service-lismore-326620,2026-03-05,2026-03-05
Enrolled Nurse,"Holbrook, Holbrook Health Service | Riverina",, 17 march 2026,https://jobs.health.nsw.gov.au/jobs/enrolled-nurse-326614,2026-03-05,2026-03-12
Clinical Nurse Educator - Neonatal Intensive Care Unit,"Camperdown, Royal Prince Alfred Hospital | Sydney",, 10 march 2026,https://jobs.health.nsw.gov.au/jobs/clinical-nurse-educator-neonatal-intensive-care-unit-325971,2026-03-05,2026-03-09
Enrolled Nurse - Operating Theatres,"Tamworth, Tamworth Hospital | New England / North West",,"sunday, 8th march 2026",https://jobs.health.nsw.gov.au/jobs/enrolled-nurse-operating-theatres-327083,2026-03-05,2026-03-05
Enrolled Nurse,"Forbes, Forbes Health Service | Central West",, 11 march 2026,https://jobs.health.nsw.gov.au/jobs/enrolled-nurse-327085,2026-03-05,2026-03-09
Clinical Nurse Specialist,"Hornsby, Hornsby Ku-ring-gai Hospital | Sydney",, 12 march 2026,https://jobs.health.nsw.gov.au/jobs/clinical-nurse-specialist-327079,2026-03-05,2026-03-12
Clinical Nurse Specialist - Primary & Community Health,"Forbes, Forbes Health Service | Central West",, 11 march 2026,https://jobs.health.nsw.gov.au/jobs/clinical-nurse-specialist-primary-community-health-327061,2026-03-05,2026-03-12
Clinical Nurse Consultant/Clinical Midwife Consultant (Gde 2) - Drug Health Services - Perm FT,"Campbelltown, Campbelltown Hospital | Western Sydney",,,https://jobs.health.nsw.gov.au/jobs/clinical-nurse-consultant-clinical-midwife-consultant-gde-2-drug-health-services-perm-ft-326646,2026-03-05,2026-03-05
St George Hospital - Clinical Nurse Consultant 2 - Orthopaedics - Permanent Full Time,"Kogarah, St George Hospital | Sydney",, 15 march 2026,https://jobs.health.nsw.gov.au/jobs/st-george-hospital-clinical-nurse-consultant-2-orthopaedics-permanent-full-time-327051,2026-03-05,2026-03-12
Nurse Unit Manager Level 2 – Shoalhaven Rehabilitation Ward and Stroke Unit,"Nowra, Shoalhaven Memorial Hospital | Illawarra",, 12 march 2026,https://jobs.health.nsw.gov.au/jobs/nurse-unit-manager-level-2-%E2%80%93-shoalhaven-rehabilitation-ward-and-stroke-unit-327042,2026-03-05,2026-03-12
Assistant in Nursing - Casual Pool - Shoalhaven Hospital,"Nowra, Shoalhaven Memorial Hospital | Illawarra",, 15 march 2026,https://jobs.health.nsw.gov.au/jobs/assistant-in-nursing-casual-pool-shoalhaven-hospital-327037,2026-03-05,2026-03-12
Enrolled Nurse - Rehabilitation Ward,"Bathurst, Bathurst Health Services | Central West",, 10 march 2026,https://jobs.health.nsw.gov.au/jobs/enrolled-nurse-rehabilitation-ward-326978,2026-03-05,2026-03-09
Enrolled Nurse - Blue Mountains Mental Health Unit,"Katoomba, Blue Mountains Hospital | Western Sydney",,10/03/2026,https://jobs.health.nsw.gov.au/jobs/enrolled-nurse-blue-mountains-mental-health-unit-326965,2026-03-05,2026-03-09
Enrolled Nurse - 10 - 20k Incentives Offered,"Trangie, Trangie Multi Purpose Service | Orana",, 11 march 2026,https://jobs.health.nsw.gov.au/jobs/enrolled-nurse-10-20k-incentives-offered-327139,2026-03-05,2026-03-09
Nurse Manager Grade 2  - Incentives Offered,"Trangie, Trangie Multi Purpose Service | Orana",, 11 march 2026,https://jobs.health.nsw.gov.au/jobs/nurse-manager-grade-2-incentives-offered-327131,2026-03-05,2026-03-09
Deputy Director of Nursing - Mount Druitt Hospital,"Blacktown, Blacktown Hospital | Western Sydney",,12th march 2026,https://jobs.health.nsw.gov.au/jobs/deputy-director-of-nursing-mount-druitt-hospital-327009,2026-03-05,2026-03-12
Assistant in Nursing General Surgery,"St Leonards, Royal North Shore Hospital | Sydney",, 12 march 2026,https://jobs.health.nsw.gov.au/jobs/assistant-in-nursing-general-surgery-327123,2026-03-05,2026-03-12
Clinical Nurse Specialist Grade 2 - Young Parents Initiative,"Westmead, Western Sydney Local Health District | Western Sydney and 2 additional locations",,12th march 2002,https://jobs.health.nsw.gov.au/jobs/clinical-nurse-specialist-grade-2-young-parents-initiative-327005,2026-03-05,2026-03-12
Clinical Nurse Educator - Burudyara Forensic Unit,"Concord, Concord Centre for Mental Health | Sydney",, 8 march 2026,https://jobs.health.nsw.gov.au/jobs/clinical-nurse-educator-burudyara-forensic-unit-327119,2026-03-05,2026-03-05
Enrolled Nurse - Medical B,"Orange, Orange Health Service | Central West",, 11 march 2026,https://jobs.health.nsw.gov.au/jobs/enrolled-nurse-medical-b-327113,2026-03-05,2026-03-09
Clinical Nurse Educator - ICU/Grevillea,"Campsie, Canterbury Hospital | Sydney",, 11 march 2026,https://jobs.health.nsw.gov.au/jobs/clinical-nurse-educator-icu-grevillea-326892,2026-03-05,2026-03-09
Clinical Research Nurse,"Westmead, The Childrens Hospital at Westmead | Western Sydney",, 8 march 2026,https://jobs.health.nsw.gov.au/jobs/clinical-research-nurse-326890,2026-03-05,2026-03-05
"Clinical Nurse Specialist (Casual) - Violence, Abuse and Neglect","Kingswood, Nepean Hospital | Western Sydney",,30/06/2026,https://jobs.health.nsw.gov.au/jobs/clinical-nurse-specialist-casual-violence-abuse-and-neglect-326888,2026-03-05,2026-03-12
Enrolled Nurse - Hand Clinic - Perm PT,"Prairiewood, Fairfield Hospital | Western Sydney",,08/03/2026,https://jobs.health.nsw.gov.au/jobs/enrolled-nurse-hand-clinic-perm-pt-326522,2026-03-05,2026-03-05
Assistant in Nursing Casual Pool,"St Leonards, Royal North Shore Hospital | Sydney",, 19 may 2026,https://jobs.health.nsw.gov.au/jobs/assistant-in-nursing-casual-pool-326870,2026-03-05,2026-03-12
Enrolled Nurse - Acute Aged Care Permanent/Temporary Full Time/Part Time - The Sutherland Hospital,"Caringbah, Sutherland Hospital | Sydney",, 8 march 2026,https://jobs.health.nsw.gov.au/jobs/enrolled-nurse-acute-aged-care-permanent-temporary-full-time-part-time-the-sutherland-hospital-326746,2026-03-05,2026-03-05
Enrolled Nurse - Bulli Hospital,"Bulli, Bulli Hospital | Illawarra",, 8 march 2026,https://jobs.health.nsw.gov.au/jobs/enrolled-nurse-bulli-hospital-326856,2026-03-05,2026-03-05
Enrolled Nurse - Respiratory - Permanent/Temporary Full Time/Part Time - The Sutherland Hospital,"Caringbah, Sutherland Hospital | Sydney",, 8 march 2026,https://jobs.health.nsw.gov.au/jobs/enrolled-nurse-respiratory-permanent-temporary-full-time-part-time-the-sutherland-hospital-326739,2026-03-05,2026-03-05
"Clinical Nurse Educator, Community Mental Health - Lismore","Lismore, Richmond Mental Health Services | Far North Coast",, 11 march 2026,https://jobs.health.nsw.gov.au/jobs/clinical-nurse-educator-community-mental-health-lismore-326859,2026-03-05,2026-03-09
Nurse Manager Gde 3 - Hospital Coordinator - Permanent Part Time - Sydney Children's Hospital,"Randwick, Sydney Children's Hospital Randwick | Sydney",,on 8 march 2026,https://jobs.health.nsw.gov.au/jobs/nurse-manager-gde-3-hospital-coordinator-permanent-part-time-sydney-childrens-hospital-326950,2026-03-05,2026-03-05
"Team Leader (Nursing Unit Manager Level 2, Occupational Therapist/Social Worker/Dietitian Level 5, Clinical Psychologist) Non-Admitted Services, Peter Beumont Eating Disorders Service","Camperdown, Royal Prince Alfred Hospital | Sydney",, 11 march 2026,https://jobs.health.nsw.gov.au/jobs/team-leader-nursing-unit-manager-level-2-occupational-therapist-social-worker-dietitian-level-5-clinical-psychologist-non-admitted-services-peter-beumont-eating-disorders-service-326943,2026-03-05,2026-03-09
Community Nurse,"Deniliquin, Deniliquin Community Mental Health Service | Murray",, 18 march 2026,https://jobs.health.nsw.gov.au/jobs/community-nurse-326811,2026-03-05,2026-03-12
Clinical Nurse Educator - Child and Family Health  - Perm FT,"Rosemeadow, Rosemeadow Community Health Centre | Western Sydney",,15/03/2026,https://jobs.health.nsw.gov.au/jobs/clinical-nurse-educator-child-and-family-health-perm-ft-326920,2026-03-05,2026-03-12
Enrolled Nurse - Surgical Ward,"Bathurst, Bathurst Health Services | Central West",, 10 march 2026,https://jobs.health.nsw.gov.au/jobs/enrolled-nurse-surgical-ward-326915,2026-03-05,2026-03-12
Clinical Nurse Consultant - Drug & Alcohol - 5-10k Incentives Offered,"Dubbo, Dubbo Health Service | Orana",, 10 march 2026,https://jobs.health.nsw.gov.au/jobs/clinical-nurse-consultant-drug-alcohol-5-10k-incentives-offered-326913,2026-03-05,2026-03-09
"Enrolled Nurse (EN2-5), Primary Care - Casual - Broken Hill Correctional Centre","Broken Hill, Broken Hill Justice Health | Far West",,10th march 2026,https://jobs.health.nsw.gov.au/jobs/enrolled-nurse-en2-5-primary-care-casual-broken-hill-correctional-centre-326914,2026-03-05,2026-03-09
Assistant in Nursing - Apply Now @ Mercy Health,"Young, Mercy Care Centre Young | Riverina and 1 additional location",,,https://jobs.health.nsw.gov.au/jobs/assistant-in-nursing-apply-now-%40-mercy-health-327322,2026-03-05,2026-03-12
Enrolled Nurse - Sub Acute Rehab Unit - Eurobodalla,"Moruya, Moruya Hospital | South Coast",, 8 march 2026,https://jobs.health.nsw.gov.au/jobs/enrolled-nurse-sub-acute-rehab-unit-eurobodalla-327205,2026-03-05,2026-03-05
Enrolled Nurse - Apply Now @ Mercy Health,"Young, Mercy Care Centre Young | Riverina and 1 additional location",,,https://jobs.health.nsw.gov.au/jobs/enrolled-nurse-apply-now-%40-mercy-health-327318,2026-03-05,2026-03-12
"CCLHD- Executive Assistant to Director of Nursing, Community and Quality and Systems Assistant - Community, Chronic and Complex Care",Central Coast,,"sunday, 8 march 2026",https://jobs.health.nsw.gov.au/jobs/cclhd-executive-assistant-to-director-of-nursing-community-and-quality-and-systems-assistant-community-chronic-and-complex-care-326669,2026-03-05,2026-03-05
Enrolled Nurse - Bega Medical Ward - Incentives Offered,"Bega, South East Regional Hospital | South Coast",, 8 march 2026,https://jobs.health.nsw.gov.au/jobs/enrolled-nurse-bega-medical-ward-incentives-offered-327198,2026-03-05,2026-03-05
Enrolled Nurse - Bega Emergency Department - Incentives Offered,"Bega, South East Regional Hospital | South Coast",, 8 march 2026,https://jobs.health.nsw.gov.au/jobs/enrolled-nurse-bega-emergency-department-incentives-offered-327193,2026-03-05,2026-03-05
Enrolled Nurse - Shoalhaven Memorial Hospital,"Nowra, Shoalhaven Memorial Hospital | Illawarra",, 28 june 2026,https://jobs.health.nsw.gov.au/jobs/enrolled-nurse-shoalhaven-memorial-hospital-320781,2026-03-05,2026-03-12
Enrolled Nurse - Moruya Operating Theatres,"Moruya, Moruya Hospital | South Coast",, 8 march 2026,https://jobs.health.nsw.gov.au/jobs/enrolled-nurse-moruya-operating-theatres-327179,2026-03-05,2026-03-05
"Nursing Unit Manager, Assessment & Rehabilitation Unit - Murwillumbah","Murwillumbah, Murwillumbah District Hospital | Far North Coast",, 11 march 2026,https://jobs.health.nsw.gov.au/jobs/nursing-unit-manager-assessment-rehabilitation-unit-murwillumbah-327172,2026-03-05,2026-03-09
Director of Nursing & Midwifery,"Bathurst, Bathurst Health Services | Central West",, 11 march 2026,https://jobs.health.nsw.gov.au/jobs/director-of-nursing-midwifery-327047,2026-03-05,2026-03-09
Clinical Nurse Consultant (Grade 1) Sydney Drug Court - Drug & Alcohol Services,"Surry Hills, Langton Centre | Sydney",,wednesday 11 march 2026,https://jobs.health.nsw.gov.au/jobs/clinical-nurse-consultant-grade-1-sydney-drug-court-drug-alcohol-services-327165,2026-03-05,2026-03-09
Endorsed Enrolled Nurse Maternity Ward,"Westmead, Westmead Hospital | Western Sydney",,15th march 2026,https://jobs.health.nsw.gov.au/jobs/endorsed-enrolled-nurse-maternity-ward-327163,2026-03-05,2026-03-12
Enrolled Nurse - Various Units,"Wagga Wagga, Wagga Wagga Base Hospital | Riverina",, 20 march 2026,https://jobs.health.nsw.gov.au/jobs/enrolled-nurse-various-units-327158,2026-03-05,2026-03-12
"Assistant In Nursing - Mental Health Inpatient, Kenmore Hospital - Goulburn","Goulburn, Mental Health Inpatient Services at Goulburn | Southern Highlands and 1 additional location",incentive scheme with a value of up to, 8 march 2026,https://jobs.health.nsw.gov.au/jobs/assistant-in-nursing-mental-health-inpatient-kenmore-hospital-goulburn-327270,2026-03-05,2026-03-05
Clinical Nurse Specialist - Emergency Ward - Yass District Hospital,"Yass, Yass District Hospital | Southern Highlands",, 9 march 2026,https://jobs.health.nsw.gov.au/jobs/clinical-nurse-specialist-emergency-ward-yass-district-hospital-327258,2026-03-05,2026-03-09
"Clinical Nurse Educator - Cancer Services - Location Negotiable - Moruya, Queanbeyan or Goulburn",Location Negotiable,, 9 march 2026,https://jobs.health.nsw.gov.au/jobs/clinical-nurse-educator-cancer-services-location-negotiable-moruya-queanbeyan-or-goulburn-327245,2026-03-05,2026-03-09
Nurse Unit Manager - (Gde 2) - HDU/CCU - Fairfield Hospital - Temp FT,"Prairiewood, Fairfield Hospital | Western Sydney",,15/03/2026,https://jobs.health.nsw.gov.au/jobs/nurse-unit-manager-gde-2-hdu-ccu-fairfield-hospital-temp-ft-327241,2026-03-05,2026-03-12
"Enrolled Nurse - Mental Health Inpatient, Kenmore Hospital - Goulburn - Incentives Offered","Goulburn, Kenmore Hospital, Goulburn | Southern Highlands",incentive scheme with a value of up to, 8 march 2026,https://jobs.health.nsw.gov.au/jobs/enrolled-nurse-mental-health-inpatient-kenmore-hospital-goulburn-incentives-offered-327233,2026-03-05,2026-03-05
Enrolled Nurse,"Wellington, Wellington Health Service | Orana",, 12 mar 2026,https://jobs.health.nsw.gov.au/jobs/enrolled-nurse-327234,2026-03-05,2026-03-12
"Clinical Nurse Educator, Mental Health Inpatient - Kenmore Hospital, Goulburn","Goulburn, Kenmore Hospital, Goulburn | Southern Highlands",incentive scheme with a value of up to, 8 march 2026,https://jobs.health.nsw.gov.au/jobs/clinical-nurse-educator-mental-health-inpatient-kenmore-hospital-goulburn-327232,2026-03-05,2026-03-05
"Enrolled Nurse, Child & Adolescent Mental Health Inpatient Unit - Lismore","Lismore, Richmond Mental Health Services | Far North Coast",, 11 march 2026,https://jobs.health.nsw.gov.au/jobs/enrolled-nurse-child-adolescent-mental-health-inpatient-unit-lismore-326923,2026-03-05,2026-03-09
Clinical Support Officer - Nursing & Midwifery Workforce,"Blacktown, Blacktown Hospital | Western Sydney",,13th march 2026,https://jobs.health.nsw.gov.au/jobs/clinical-support-officer-nursing-midwifery-workforce-327210,2026-03-05,2026-03-12
Enrolled Nurse,"Westmead, Westmead Hospital | Western Sydney",,,https://jobs.health.nsw.gov.au/jobs/enrolled-nurse-327329,2026-03-05,2026-03-12
Enrolled Nurse - Bega Surgical Ward - Incentives Offered,"Bega, South East Regional Hospital | South Coast",, 8 march 2026,https://jobs.health.nsw.gov.au/jobs/enrolled-nurse-bega-surgical-ward-incentives-offered-327208,2026-03-05,2026-03-05
Student Facilitator / Nurse Educator - Casino,"Casino, Casino District Memorial Hospital | Far North Coast",, 12 march 2026,https://jobs.health.nsw.gov.au/jobs/student-facilitator-nurse-educator-casino-327344,2026-03-05,2026-03-12
Enrolled Nurse - 10 - 20k Incentives Offered,"Eugowra, Eugowra Memorial Multi Purpose Health Service | Central West","salary packaging options) + nsw health – western nsw lhd incentives (conditions apply and may be pro-rata'd to your contracted or ordinary working hours – to find out more, visit rural health workforce incentive scheme) location: eugowra, nsw – find out morehours per week: up to", 15 march 2026,https://jobs.health.nsw.gov.au/jobs/enrolled-nurse-10-20k-incentives-offered-327368,2026-03-05,2026-03-12
Enrolled Nurse Community Health,"Dapto, Dapto Health One | Illawarra",, 10 march 2026,https://jobs.health.nsw.gov.au/jobs/enrolled-nurse-community-health-326806,2026-03-05,2026-03-09
Clinical Nurse Educator - Internal Student Facilitator - Bellinger River District Hospital,"Bellingen, Bellingen River District Hospital | Mid North Coast",, 19 march 2026,https://jobs.health.nsw.gov.au/jobs/clinical-nurse-educator-internal-student-facilitator-bellinger-river-district-hospital-327440,2026-03-05,2026-03-12
Clinical Nurse Educator - Young,"Young, Young Health Service | Riverina",, 27 february 2026,https://jobs.health.nsw.gov.au/jobs/clinical-nurse-educator-young-324179,2026-03-05,2026-03-05
Casual Enrolled Nurse,"Tamworth, Tamworth Hospital | New England / North West",,,https://jobs.health.nsw.gov.au/jobs/casual-enrolled-nurse-323074,2026-03-05,2026-03-12
Casual Assistant in Nursing,"Tamworth, Tamworth Hospital | New England / North West",,,https://jobs.health.nsw.gov.au/jobs/casual-assistant-in-nursing-323076,2026-03-05,2026-03-12
Enrolled Nurse- Operating Theatres,"Forbes, Forbes Health Service | Central West",, 16 march 2026,https://jobs.health.nsw.gov.au/jobs/enrolled-nurse-operating-theatres-327553,2026-03-05,2026-03-12
"Assistant in Nursing, Medical, Surgical, Rehab Wards - Various locations in NNSWLHD","Ballina, Ballina District Hospital | Far North Coast and 7 additional locations",, 13 march 2026,https://jobs.health.nsw.gov.au/jobs/assistant-in-nursing-medical-surgical-rehab-wards-various-locations-in-nnswlhd-325494,2026-03-05,2026-03-12
Clinical Nurse Specialist - Women's Health,Location Negotiable and 2 additional locations,, 12 march 2026,https://jobs.health.nsw.gov.au/jobs/clinical-nurse-specialist-womens-health-327305,2026-03-05,2026-03-12
Paediatric Emergency Nurse,"Blacktown, Blacktown Hospital | Western Sydney",,16th march 2026,https://jobs.health.nsw.gov.au/jobs/paediatric-emergency-nurse-327426,2026-03-05,2026-03-12
"Clinical Nurse Consultant Grade 3 - Infection Control , Westmead Hospital","Westmead, Westmead Hospital | Western Sydney",,16th march 2026,https://jobs.health.nsw.gov.au/jobs/clinical-nurse-consultant-grade-3-infection-control-westmead-hospital-327427,2026-03-05,2026-03-12
Clinical Nurse Educator - Community Mental Health - Bega,"Bega, Mental Health Drug & Alcohol Services Bega | South Coast",incentive scheme with a value of up to, 12 march 2026,https://jobs.health.nsw.gov.au/jobs/clinical-nurse-educator-community-mental-health-bega-327540,2026-03-05,2026-03-12
"Enrolled Nurse - Palliative Care, David Berry Hospital","Berry, David Berry Hospital | Illawarra",, 16 march 2026,https://jobs.health.nsw.gov.au/jobs/enrolled-nurse-palliative-care-david-berry-hospital-327424,2026-03-05,2026-03-12
Enrolled Nurse Endoscopy Unit,"Blacktown, Blacktown Hospital | Western Sydney",,17th march 2026,https://jobs.health.nsw.gov.au/jobs/enrolled-nurse-endoscopy-unit-327545,2026-03-05,2026-03-12
Enrolled Nurse - Surgical Unit,"Orange, Orange Health Service | Central West",, 8 march 2026,https://jobs.health.nsw.gov.au/jobs/enrolled-nurse-surgical-unit-327418,2026-03-05,2026-03-05
CCLHD-Graduate Enrolled Nurse,Central Coast,,12th march 2026,https://jobs.health.nsw.gov.au/jobs/cclhd-graduate-enrolled-nurse-327419,2026-03-05,2026-03-12
Clinical Nurse Specialist Grade 2 - Community Mental Health - Bega,"Bega, Mental Health Drug & Alcohol Services Bega | South Coast",incentive scheme with a value of up to, 12 march 2026,https://jobs.health.nsw.gov.au/jobs/clinical-nurse-specialist-grade-2-community-mental-health-bega-327535,2026-03-05,2026-03-12
Critical Care Nurse Unit Manager Lvl 1,"Westmead, The Childrens Hospital at Westmead | Western Sydney",,on 13 march 2026,https://jobs.health.nsw.gov.au/jobs/critical-care-nurse-unit-manager-lvl-1-327532,2026-03-05,2026-03-12
"Clinical Nurse Educator (CNE 1/2) – Custodial Mental Health, Silverwater Correctional Centre (MRRC and Women CC), Justice Health - PFT","Silverwater, Silverwater Justice Health | Western Sydney",, 24 march 2026,https://jobs.health.nsw.gov.au/jobs/clinical-nurse-educator-cne-1-2-%E2%80%93-custodial-mental-health-silverwater-correctional-centre-mrrc-and-women-cc-justice-health-pft-327520,2026-03-05,2026-03-12
Nurse Manager Grade 3 – ESMHS,"Randwick, Eastern Suburbs Mental Health Service | Sydney",, 8 march 2026,https://jobs.health.nsw.gov.au/jobs/nurse-manager-grade-3-%E2%80%93-esmhs-327523,2026-03-05,2026-03-05
"Clinical Nurse Specialist Grade 2, Eating Disorders Community Mental Health","Wollongong, Illawarra Community Mental Health Service | Illawarra",, 8 march 2026,https://jobs.health.nsw.gov.au/jobs/clinical-nurse-specialist-grade-2-eating-disorders-community-mental-health-326306,2026-03-05,2026-03-05
Enrolled Nurse - Surgical,"Broken Hill, Broken Hill Health Service | Far West",annual recruitment incentive package up to the value of; annual leave per yearsalary packaging (pay less tax!) $9009,16th march 2026,https://jobs.health.nsw.gov.au/jobs/enrolled-nurse-surgical-322864,2026-03-05,2026-03-12
St George Hospital - Transitional / Nurse Practitioner - Inflammatory Bowel Disease - Permanent Full Time,"Kogarah, St George Hospital | Sydney",, 15 march 2026,https://jobs.health.nsw.gov.au/jobs/st-george-hospital-transitional-nurse-practitioner-inflammatory-bowel-disease-permanent-full-time-327501,2026-03-05,2026-03-12
Student Facilitator (Clinical Nurse Educator) - Internal Facilitation,"Rozelle, Sydney Education | Sydney",, 9 march 2026,https://jobs.health.nsw.gov.au/jobs/student-facilitator-clinical-nurse-educator-internal-facilitation-327293,2026-03-05,2026-03-05
Enrolled Nurse (Casual),"Orange, Orange Health Service | Central West",, 8 march 2026,https://jobs.health.nsw.gov.au/jobs/enrolled-nurse-casual-326519,2026-03-05,2026-03-05
Enrolled Nurse - Permanent/Temporary - Full/Part Time - The Sutherland Hospital,"Caringbah, Sutherland Hospital | Sydney",, 5 march 2026,https://jobs.health.nsw.gov.au/jobs/enrolled-nurse-permanent-temporary-full-part-time-the-sutherland-hospital-326869,2026-03-05,2026-03-05
"Enrolled Nurse, Medical, Surgical, Rehab Wards - Various locations in NNSWLHD","Lismore, Lismore Base Hospital | Far North Coast and 7 additional locations",, 25 march 2026,https://jobs.health.nsw.gov.au/jobs/enrolled-nurse-medical-surgical-rehab-wards-various-locations-in-nnswlhd-325099,2026-03-05,2026-03-12
CCLHD - Nursing Unit Manager Level 3 - Diabetes Services,Central Coast and 1 additional location,,12th march 2026,https://jobs.health.nsw.gov.au/jobs/cclhd-nursing-unit-manager-level-3-diabetes-services-327394,2026-03-05,2026-03-12
"Associate Director, Nursing and Midwifery","St Leonards, Ministry of Health St Leonards | Sydney",,wednesday 11 march 2026,https://jobs.health.nsw.gov.au/jobs/associate-director-nursing-and-midwifery-327143,2026-03-05,2026-03-09
Enrolled Nurse - Transition to Practice,Location Negotiable,,15th march 2026,https://jobs.health.nsw.gov.au/jobs/enrolled-nurse-transition-to-practice-327380,2026-03-05,2026-03-12
